Date,Open,High,Low,Close,Adj Close,Volume
2020-03-11,296550.0,297473.0,290400.0,292130.0,292130.0,600
2020-03-12,276550.0,282000.0,266800.0,272000.0,272000.0,1900
2020-03-13,283500.0,295972.0,270210.0,289000.0,289000.0,1100
2020-03-16,260000.0,283480.0,260000.0,268000.0,268000.0,700
2020-03-17,275000.0,280619.0,268000.0,280248.0,280248.0,1200
2020-03-18,266000.0,270874.0,251101.0,256300.0,256300.0,1500
2020-03-19,251100.0,264440.0,250000.0,261690.0,261690.0,1100
2020-03-20,265000.0,265000.0,251000.0,257346.0,257346.0,1200
2020-03-23,249000.0,250000.0,239440.0,240000.0,240000.0,1300
2020-03-24,255226.0,268500.0,254500.0,267090.0,267090.0,1200
2020-03-25,269200.0,283325.0,262710.0,270759.0,270759.0,1000
2020-03-26,270800.0,277163.0,269500.0,276095.0,276095.0,800
2020-03-27,267600.0,276363.0,265337.0,268126.0,268126.0,600
2020-03-30,269410.0,276000.0,267020.0,274021.0,274021.0,400
2020-03-31,272636.0,279140.0,270845.0,272000.0,272000.0,500
2020-04-01,265900.0,267850.0,261180.0,261250.0,261250.0,900
2020-04-02,262131.0,271475.0,261895.0,271475.0,271475.0,900
2020-04-03,268700.0,270205.0,263242.0,267954.0,267954.0,300
2020-04-06,273001.0,279500.0,271444.0,277260.0,277260.0,600
2020-04-07,285010.0,287000.0,276700.0,276700.0,276700.0,700
2020-04-08,280850.0,287000.0,278280.0,286999.0,286999.0,400
2020-04-09,290950.0,295765.0,287220.0,290500.0,290500.0,600
2020-04-13,290950.0,290950.0,279060.0,282800.0,282800.0,600
2020-04-14,291400.0,291533.0,286393.0,289730.0,289730.0,700
2020-04-15,284500.0,284500.0,281201.0,283750.0,283750.0,600
2020-04-16,283750.0,283751.0,278800.0,282282.0,282282.0,800
2020-04-17,289585.0,289585.0,283600.0,284400.0,284400.0,800
2020-04-20,282200.0,283800.0,281000.0,282800.0,282800.0,700
2020-04-21,275950.0,278610.0,275000.0,275750.0,275750.0,700
2020-04-22,280000.0,280888.0,278000.0,279660.0,279660.0,700
2020-04-23,280000.0,280888.0,277268.0,278750.0,278750.0,600
2020-04-24,280100.0,280130.0,276602.0,279460.0,279460.0,500
2020-04-27,280911.0,284039.0,279855.0,281264.0,281264.0,800
2020-04-28,285400.0,286480.0,280600.0,280600.0,280600.0,600
2020-04-29,286400.0,288888.0,283800.0,284749.0,284749.0,800
2020-04-30,283200.0,284453.0,280280.0,281700.0,281700.0,500
2020-05-01,278121.0,278710.0,272520.0,273975.0,273975.0,600
2020-05-04,270000.0,270000.0,265000.0,267080.0,267080.0,600
2020-05-05,269999.0,270000.0,264280.0,264280.0,264280.0,500
2020-05-06,265000.0,266400.0,259100.0,259100.0,259100.0,500
2020-05-07,260110.0,263710.0,260110.0,260750.0,260750.0,400
2020-05-08,264566.0,266105.0,261990.0,265280.0,265280.0,300
2020-05-11,264320.0,264398.0,260901.0,261601.0,261601.0,400
2020-05-12,262701.0,263800.0,260000.0,260000.0,260000.0,300
2020-05-13,259499.0,259499.0,255000.0,255715.0,255715.0,600
2020-05-14,254000.0,257262.0,250926.0,256230.0,256230.0,400
2020-05-15,254586.0,256100.0,252801.0,253501.0,253501.0,300
2020-05-18,260000.0,265002.0,258511.0,262900.0,262900.0,600
2020-05-19,260800.0,262200.0,258700.0,258700.0,258700.0,300
2020-05-20,261880.0,265130.0,261500.0,264100.0,264100.0,200
2020-05-21,264200.0,264930.0,261641.0,261906.0,261906.0,300
2020-05-22,262000.0,263094.0,259990.0,263094.0,263094.0,300
2020-05-26,269900.0,272500.0,268095.0,270330.0,270330.0,600
2020-05-27,276755.0,279000.0,275850.0,278495.0,278495.0,500
2020-05-28,280899.0,280899.0,276000.0,277035.0,277035.0,400
2020-05-29,275000.0,278640.0,273850.0,278640.0,278640.0,400
2020-06-01,278167.0,278167.0,275000.0,275600.0,275600.0,300
2020-06-02,275601.0,279410.0,275601.0,278560.0,278560.0,400
2020-06-03,283100.0,287370.0,281800.0,286090.0,286090.0,400
2020-06-04,285804.0,288000.0,284377.0,287878.0,287878.0,300
2020-06-05,294505.0,302095.0,294200.0,300920.0,300920.0,600
2020-06-08,303594.0,304990.0,299400.0,302235.0,302235.0,600
2020-06-09,295501.0,298220.0,293799.0,293955.0,293955.0,400
2020-06-10,293900.0,294493.0,287200.0,287200.0,287200.0,400
2020-06-11,277750.0,280280.0,267000.0,267729.0,267729.0,900
2020-06-12,275730.0,276800.0,267593.0,271515.0,271515.0,600
2020-06-15,266400.0,272530.0,264030.0,271956.0,271956.0,800
2020-06-16,279945.0,279945.0,270000.0,273480.0,273480.0,900
2020-06-17,274849.0,275000.0,270870.0,275000.0,275000.0,800
2020-06-18,270500.0,273000.0,269300.0,273000.0,273000.0,800
2020-06-19,274160.0,274429.0,268807.0,271600.0,271600.0,900
2020-06-22,269047.0,272000.0,268200.0,272000.0,272000.0,900
2020-06-23,272750.0,273790.0,271115.0,272700.0,272700.0,900
2020-06-24,269800.0,269800.0,266200.0,266440.0,266440.0,700
2020-06-25,265000.0,269678.0,264611.0,267840.0,267840.0,400
2020-06-26,267500.0,268109.0,262700.0,263400.0,263400.0,800
2020-06-29,264320.0,265803.0,263600.0,265219.0,265219.0,400
2020-06-30,265400.0,268600.0,265067.0,267300.0,267300.0,500
2020-07-01,267600.0,270500.0,266357.0,267020.0,267020.0,400
2020-07-02,270800.0,271500.0,267420.0,267551.0,267551.0,500
2020-07-06,274180.0,275080.0,272600.0,274050.0,274050.0,500
2020-07-07,272830.0,273870.0,271057.0,271640.0,271640.0,400
2020-07-08,271000.0,273664.0,270076.0,271770.0,271770.0,300
2020-07-09,271770.0,272220.0,267307.0,268780.0,268780.0,400
2020-07-10,268238.0,274450.0,268000.0,273900.0,273900.0,300
2020-07-13,275540.0,278640.0,275100.0,276015.0,276015.0,500
2020-07-14,274000.0,285000.0,274000.0,284780.0,284780.0,400
2020-07-15,289500.0,289730.0,283620.0,285520.0,285520.0,500
2020-07-16,282560.0,287770.0,282560.0,286271.0,286271.0,300
2020-07-17,287540.0,288170.0,285972.0,286140.0,286140.0,300
2020-07-20,285400.0,286900.0,284450.0,285590.0,285590.0,200
2020-07-21,286721.0,290170.0,286600.0,288201.0,288201.0,500
2020-07-22,287000.0,288319.0,286211.0,287961.0,287961.0,200
2020-07-23,287961.0,290084.0,287436.0,289436.0,289436.0,300
2020-07-24,290684.0,294254.0,290521.0,291621.0,291621.0,300
2020-07-27,290590.0,290692.0,287850.0,288107.0,288107.0,300
2020-07-28,286000.0,291720.0,286000.0,290940.0,290940.0,300
2020-07-29,290940.0,294870.0,290940.0,294496.0,294496.0,300
2020-07-30,290335.0,291927.0,288610.0,291362.0,291362.0,200
2020-07-31,291750.0,293798.0,290150.0,293631.0,293631.0,300
2020-08-03,295000.0,301000.0,294510.0,298800.0,298800.0,500
2020-08-04,298000.0,300330.0,297470.0,300330.0,300330.0,300
2020-08-05,301871.0,306970.0,301200.0,305200.0,305200.0,600
2020-08-06,305000.0,308000.0,304820.0,307455.0,307455.0,41400
2020-08-07,305681.0,314365.0,305681.0,314334.0,314334.0,400
2020-08-10,316820.0,319250.0,314240.0,318830.0,318830.0,400
2020-08-11,322500.0,323500.0,318500.0,319380.0,319380.0,500
2020-08-12,320255.0,321229.0,318801.0,320000.0,320000.0,400
2020-08-13,318500.0,319810.0,317471.0,318114.0,318114.0,300
2020-08-14,317300.0,318000.0,315402.0,316251.0,316251.0,200
2020-08-17,315139.0,315500.0,309747.0,310220.0,310220.0,400
2020-08-18,310910.0,314800.0,310700.0,313419.0,313419.0,200
2020-08-19,313745.0,315300.0,310412.0,310800.0,310800.0,300
2020-08-20,307376.0,310107.0,307376.0,309300.0,309300.0,300
2020-08-21,309000.0,312600.0,309000.0,311126.0,311126.0,400
2020-08-24,315100.0,320000.0,314501.0,318800.0,318800.0,400
2020-08-25,320300.0,321001.0,319534.0,319970.0,319970.0,300
2020-08-26,319600.0,323939.0,318900.0,322301.0,322301.0,400
2020-08-27,323700.0,327000.0,323700.0,325659.0,325659.0,600
2020-08-28,325950.0,328279.0,323570.0,327431.0,327431.0,300
2020-08-31,327500.0,329299.0,326900.0,327560.0,327560.0,500
2020-09-01,325500.0,327560.0,325336.0,327440.0,327440.0,300
2020-09-02,328175.0,333010.0,327507.0,332840.0,332840.0,400
2020-09-03,332850.0,334960.0,325522.0,327360.0,327360.0,600
2020-09-04,330000.0,332674.0,323364.0,327401.0,327401.0,400
2020-09-08,324940.0,328859.0,323431.0,327200.0,327200.0,400
2020-09-09,328500.0,332482.0,328175.0,329760.0,329760.0,400
2020-09-10,330200.0,331000.0,326156.0,327214.0,327214.0,400
2020-09-11,328240.0,328946.0,325607.0,327115.0,327115.0,400
2020-09-14,328430.0,332000.0,327521.0,329725.0,329725.0,500
2020-09-15,330545.0,332500.0,328016.0,328804.0,328804.0,400
2020-09-16,331000.0,333300.0,329312.0,329801.0,329801.0,600
2020-09-17,327000.0,328225.0,325234.0,326401.0,326401.0,400
2020-09-18,328300.0,331660.0,327000.0,327601.0,327601.0,800
2020-09-21,321266.0,323000.0,313580.0,319534.0,319534.0,500
2020-09-22,320500.0,322000.0,318017.0,320601.0,320601.0,300
2020-09-23,321485.0,322284.0,314540.0,314840.0,314840.0,200
2020-09-24,313203.0,315500.0,310644.0,313780.0,313780.0,300
2020-09-25,311450.0,316562.0,310591.0,315156.0,315156.0,200
2020-09-28,319900.0,323297.0,318702.0,320061.0,320061.0,500
2020-09-29,321900.0,321900.0,315200.0,315891.0,315891.0,600
2020-09-30,318800.0,320500.0,316491.0,320001.0,320001.0,700
2020-10-01,321219.0,321219.0,316203.0,318600.0,318600.0,600
2020-10-02,315415.0,320575.0,314612.0,317480.0,317480.0,300
2020-10-05,319707.0,321000.0,318202.0,319000.0,319000.0,300
2020-10-06,319000.0,320400.0,315100.0,315350.0,315350.0,300
2020-10-07,319000.0,322089.0,317602.0,319571.0,319571.0,200
2020-10-08,321125.0,323670.0,320447.0,323275.0,323275.0,300
2020-10-09,323709.0,324537.0,321687.0,323470.0,323470.0,200
2020-10-12,324650.0,326150.0,323378.0,324560.0,324560.0,200
2020-10-13,324000.0,324000.0,318400.0,318969.0,318969.0,300
2020-10-14,319088.0,319088.0,316080.0,316080.0,316080.0,300
2020-10-15,314750.0,318200.0,312980.0,317540.0,317540.0,100
2020-10-16,319000.0,320761.0,318217.0,318504.0,318504.0,200
2020-10-19,318819.0,318819.0,312945.0,313500.0,313500.0,300
2020-10-20,316184.0,317280.0,314621.0,315375.0,315375.0,200
2020-10-21,313500.0,317500.0,313450.0,315206.0,315206.0,200
2020-10-22,314680.0,317619.0,314380.0,317180.0,317180.0,200
2020-10-23,318672.0,320999.0,317991.0,319344.0,319344.0,300
2020-10-26,314850.0,315500.0,311100.0,312735.0,312735.0,300
2020-10-27,311630.0,313142.0,310540.0,310540.0,310540.0,200
2020-10-28,304720.0,305995.0,300090.0,301740.0,301740.0,500
2020-10-29,300420.0,304907.0,297817.0,303000.0,303000.0,200
2020-10-30,300060.0,303700.0,298806.0,302500.0,302500.0,200
2020-11-02,307500.0,309542.0,305242.0,306375.0,306375.0,200
2020-11-03,312300.0,314780.0,310000.0,310659.0,310659.0,400
2020-11-04,310194.0,315300.0,307830.0,309503.0,309503.0,200
2020-11-05,314269.0,316426.0,311284.0,311934.0,311934.0,200
2020-11-06,312250.0,315310.0,311917.0,313885.0,313885.0,200
2020-11-09,333000.0,337600.0,327033.0,330600.0,330600.0,1100
2020-11-10,332000.0,343000.0,331977.0,343000.0,343000.0,600
2020-11-11,342433.0,343705.0,338224.0,341260.0,341260.0,400
2020-11-12,337800.0,338339.0,335186.0,336811.0,336811.0,300
2020-11-13,338000.0,342269.0,338000.0,341754.0,341754.0,300
2020-11-16,345000.0,350000.0,344846.0,349540.0,349540.0,700
2020-11-17,347000.0,352500.0,345417.0,349546.0,349546.0,600
2020-11-18,351900.0,351900.0,345500.0,345592.0,345592.0,300
2020-11-19,343634.0,345000.0,341897.0,345000.0,345000.0,200
2020-11-20,343800.0,344849.0,340728.0,341339.0,341339.0,200
2020-11-23,343500.0,345733.0,342380.0,344415.0,344415.0,300
2020-11-24,349580.0,352450.0,347310.0,351101.0,351101.0,400
2020-11-25,350939.0,351000.0,348446.0,350395.0,350395.0,300
2020-11-27,350444.0,351040.0,346200.0,347401.0,347401.0,200
2020-11-30,346000.0,346299.0,342672.0,343688.0,343688.0,200
2020-12-01,346480.0,348272.0,344479.0,344735.0,344735.0,200
2020-12-02,344300.0,345929.0,342900.0,345880.0,345880.0,300
2020-12-03,345500.0,347300.0,343602.0,346690.0,346690.0,200
2020-12-04,347000.0,348000.0,345900.0,347000.0,347000.0,600
2020-12-07,344785.0,345500.0,342600.0,343539.0,343539.0,600
2020-12-08,341888.0,343191.0,340126.0,342281.0,342281.0,300
2020-12-09,342526.0,343000.0,340300.0,340501.0,340501.0,300
2020-12-10,339750.0,341942.0,339061.0,340500.0,340500.0,300
2020-12-11,338440.0,340415.0,337167.0,340064.0,340064.0,200
2020-12-14,342200.0,342200.0,334041.0,335400.0,335400.0,400
2020-12-15,336494.0,338920.0,334643.0,337154.0,337154.0,500
2020-12-16,337154.0,338559.0,333333.0,338500.0,338500.0,700
2020-12-17,335000.0,339804.0,333150.0,339804.0,339804.0,900
2020-12-18,338000.0,338468.0,333865.0,337900.0,337900.0,700
2020-12-21,333650.0,338419.0,333650.0,338419.0,338419.0,500
2020-12-22,335535.0,336615.0,334500.0,335779.0,335779.0,500
2020-12-23,336400.0,338533.0,336400.0,336700.0,336700.0,400
2020-12-24,337000.0,341000.0,337000.0,340262.0,340262.0,200
2020-12-28,342000.0,345250.0,341445.0,342601.0,342601.0,500
2020-12-29,345144.0,346677.0,343975.0,344820.0,344820.0,300
2020-12-30,344410.0,346111.0,343917.0,345095.0,345095.0,200
2020-12-31,344302.0,348500.0,343806.0,347815.0,347815.0,300
2021-01-04,347825.0,347825.0,340816.0,343525.0,343525.0,400
2021-01-05,343900.0,344715.0,340850.0,341820.0,341820.0,300
2021-01-06,343000.0,349000.0,342000.0,346189.0,346189.0,900
2021-01-07,347900.0,351000.0,347120.0,350089.0,350089.0,300
2021-01-08,350500.0,352039.0,348100.0,352039.0,352039.0,200
2021-01-11,348100.0,351141.0,348073.0,350050.0,350050.0,200
2021-01-12,350050.0,351250.0,348250.0,350460.0,350460.0,200
2021-01-13,349147.0,353194.0,348140.0,353194.0,353194.0,300
2021-01-14,353100.0,353698.0,351574.0,352801.0,352801.0,100
2021-01-15,350540.0,352500.0,348500.0,350320.0,350320.0,300
2021-01-19,351177.0,354837.0,348070.0,352474.0,352474.0,300
2021-01-20,351975.0,353350.0,350639.0,352801.0,352801.0,300
2021-01-21,354200.0,354835.0,352400.0,354000.0,354000.0,500
2021-01-22,351800.0,351800.0,349500.0,350620.0,350620.0,300
2021-01-25,349000.0,352085.0,347250.0,351900.0,351900.0,400
2021-01-26,350191.0,351800.0,349025.0,349200.0,349200.0,200
2021-01-27,346145.0,346645.0,341119.0,343450.0,343450.0,500
2021-01-28,344340.0,351976.0,344340.0,348220.0,348220.0,400
2021-01-29,344749.0,346355.0,343000.0,344100.0,344100.0,300
2021-02-01,345000.0,346945.0,344250.0,346175.0,346175.0,300
2021-02-02,348300.0,352000.0,348300.0,350201.0,350201.0,400
2021-02-03,350200.0,351086.0,349250.0,350701.0,350701.0,200
2021-02-04,351700.0,355000.0,351192.0,354760.0,354760.0,400
2021-02-05,355750.0,356500.0,353846.0,354401.0,354401.0,300
2021-02-08,355000.0,357100.0,354401.0,357100.0,357100.0,300
2021-02-09,356588.0,362395.0,355021.0,362200.0,362200.0,600
2021-02-10,363145.0,363232.0,360556.0,361290.0,361290.0,300
2021-02-11,361061.0,362300.0,360109.0,361650.0,361650.0,200
2021-02-12,359750.0,365725.0,359750.0,365000.0,365000.0,400
2021-02-16,367658.0,372661.0,366000.0,369333.0,369333.0,900
2021-02-17,368560.0,370873.0,368560.0,370500.0,370500.0,500
2021-02-18,368885.0,370000.0,364760.0,367400.0,367400.0,1300
2021-02-19,368865.0,369334.0,364000.0,364400.0,364400.0,1300
2021-02-22,363380.0,371000.0,362860.0,369250.0,369250.0,1700
2021-02-23,370488.0,371800.0,367236.0,371055.0,371055.0,2900
2021-02-24,371183.0,376315.0,371123.0,375000.0,375000.0,2600
2021-02-25,375233.0,377357.0,366401.0,367800.0,367800.0,2200
2021-02-26,370220.0,374490.0,363680.0,364580.0,364580.0,1900
2021-03-01,372555.0,378523.0,372176.0,377755.0,377755.0,2900
2021-03-02,378323.0,380000.0,376933.0,377835.0,377835.0,2300
2021-03-03,377573.0,385000.0,377500.0,381680.0,381680.0,2400
2021-03-04,380443.0,382254.0,368430.0,370240.0,370240.0,2600
2021-03-05,375823.0,383500.0,373595.0,381600.0,381600.0,2500
2021-03-08,385571.0,391853.0,383700.0,388560.0,388560.0,3000
2021-03-09,391168.0,397400.0,385800.0,391460.0,391460.0,3200
2021-03-10,394113.0,407750.0,392015.0,398840.0,398840.0,4200
2021-03-11,402495.0,402503.0,395062.0,396399.0,396399.0,3100
2021-03-12,397900.0,401171.0,394701.0,394701.0,394701.0,2400
2021-03-15,395785.0,395890.0,385131.0,386400.0,386400.0,3000
2021-03-16,387095.0,387155.0,379212.0,382720.0,382720.0,100
2021-03-17,382530.0,385832.0,380685.0,381501.0,381501.0,3300
2021-03-18,384998.0,388630.0,381000.0,383525.0,383525.0,2400
2021-03-19,382320.0,383613.0,377500.0,382698.0,382698.0,2500
2021-03-22,381808.0,382352.0,378393.0,380403.0,380403.0,2400
2021-03-23,379062.0,382000.0,376077.0,377440.0,377440.0,1500
2021-03-24,379202.0,382155.0,377520.0,378000.0,378000.0,1600
2021-03-25,378035.0,382600.0,374483.0,378700.0,378700.0,1700
2021-03-26,383298.0,390000.0,381382.0,387995.0,387995.0,1500
2021-03-29,384053.0,393484.0,383923.0,391540.0,391540.0,2000
2021-03-30,393665.0,394300.0,388811.0,390360.0,390360.0,1800
2021-03-31,388813.0,390300.0,385702.0,385702.0,385702.0,1700
2021-04-01,387979.0,390984.0,385702.0,390360.0,390360.0,1500
2021-04-05,392700.0,396770.0,392400.0,395535.0,395535.0,1800
2021-04-06,395913.0,397890.0,394838.0,396900.0,396900.0,1300
2021-04-07,395730.0,398000.0,394500.0,395888.0,395888.0,300
2021-04-08,395476.0,396985.0,393973.0,396001.0,396001.0,1100
2021-04-09,397126.0,400000.0,396122.0,400000.0,400000.0,1400
2021-04-12,401426.0,403421.0,400734.0,402620.0,402620.0,2000
2021-04-13,401668.0,403474.0,400372.0,402500.0,402500.0,1800
2021-04-14,402789.0,404150.0,402000.0,403000.0,403000.0,1800
2021-04-15,403338.0,404999.0,400835.0,404789.0,404789.0,1700
2021-04-16,405752.0,410400.0,405752.0,409250.0,409250.0,3000
2021-04-19,410748.0,410748.0,404676.0,406505.0,406505.0,2200
2021-04-20,404610.0,405340.0,401749.0,403089.0,403089.0,1700
2021-04-21,403656.0,410165.0,403603.0,410153.0,410153.0,1700
2021-04-22,409935.0,410000.0,405256.0,405901.0,405901.0,1800
2021-04-23,407088.0,410738.0,406611.0,408840.0,408840.0,1700
2021-04-26,410493.0,412474.0,407250.0,407527.0,407527.0,1900
2021-04-27,408144.0,412229.0,406482.0,411400.0,411400.0,1500
